ID_Orden,ID_Equipo,Fecha,Tipo_Mantenimiento,Costo_Mantenimiento,Duracion_Horas,Ubicacion,Frecuencia de mantenimiento correctivo,ID_Registro,Temperatura_C,Vibracion_mm_s,Horas_Operativas,Mes,Horas_Operativas_mean,Tipo_Equipo,Fabricante,Modelo,Potencia_kW,Horas_Recomendadas_Revision
163,346,2020-01-07 18:00:00,Correctivo,3487.94,1,Planta Sur,10,1441,62.69,3.15,80792.0,2020-03,59437.0,Transformador,Siemens,Y200,2072.0,1423
164,464,2020-01-07 19:00:00,Preventivo,1637.41,46,Planta Oeste,12,419,92.4,3.74,84390.0,2020-01,52348.0,Generador,GE,M400,4412.0,1491
165,12,2020-01-07 20:00:00,Preventivo,9171.74,30,Planta Oeste,11,277,118.31,1.29,29831.0,2020-01,59997.5,Motor,Siemens,Z300,4733.0,3301
166,363,2020-01-07 21:00:00,Preventivo,6384.32,34,Planta Oeste,14,507,96.6,0.12,70425.0,2020-01,70425.0,Motor,ABB,X100,163.0,1073
167,221,2020-01-07 22:00:00,Correctivo,8439.43,47,Planta Norte,13,493,78.05,1.0,47905.0,2020-01,52364.5,Transformador,GE,X100,4406.0,1237
168,357,2020-01-07 23:00:00,Correctivo,2282.61,1,Planta Norte,4,71,85.57,3.44,9892.0,2020-01,33160.5,Motor,Siemens,X100,1895.0,4108
169,205,2020-01-08 00:00:00,Preventivo,7982.68,28,Planta Norte,8,1359,80.69,0.24,99515.0,2020-02,99515.0,Generador,ABB,M400,4134.0,8924
170,492,2020-01-08 01:00:00,Correctivo,8930.1,10,Planta Sur,7,480,50.93,2.3,40622.0,2020-01,48071.0,Compresor,Schneider,X100,4990.0,4462
171,78,2020-01-08 02:00:00,Preventivo,8122.66,45,Planta Norte,10,356,118.58,1.43,71207.0,2020-01,58112.0,Generador,Schneider,M400,4194.0,7519
172,303,2020-01-08 03:00:00,Preventivo,4714.05,8,Planta Norte,9,292,146.26,3.8,61348.0,2020-01,40086.0,Compresor,Schneider,M400,3407.0,5079
173,481,2020-01-08 04:00:00,Correctivo,14988.43,20,Planta Sur,7,1153,53.23,0.67,59349.0,2020-02,59349.0,Transformador,ABB,M400,1924.0,1963
174,397,2020-01-08 05:00:00,Preventivo,6099.13,47,Planta Este,8,772,120.37,2.42,65314.0,2020-02,54974.5,Compresor,Siemens,Z300,2707.0,5146
175,199,2020-01-08 06:00:00,Correctivo,9760.57,2,Planta Norte,11,152,102.16,3.16,50348.0,2020-01,28653.0,Motor,ABB,Y200,742.0,4856
176,498,2020-01-08 07:00:00,Preventivo,3238.18,33,Planta Sur,10,123,130.07,0.37,53524.0,2020-01,53524.0,Generador,Siemens,X100,4231.0,9047
177,350,2020-01-08 08:00:00,Correctivo,4559.66,36,Planta Este,12,448,81.21,4.09,56219.0,2020-01,56219.0,Transformador,Schneider,X100,968.0,2098
178,151,2020-01-08 09:00:00,Correctivo,4556.69,43,Planta Norte,7,8,113.15,2.11,90374.0,2020-01,48638.0,Motor,ABB,Y200,4152.0,3183
179,247,2020-01-08 10:00:00,Preventivo,7232.46,2,Planta Este,11,249,105.06,2.46,91036.0,2020-01,69431.5,Motor,ABB,Z300,2601.0,8640
180,345,2020-01-08 11:00:00,Correctivo,314.82,45,Planta Este,9,266,110.9,0.23,22343.0,2020-01,16865.5,Compresor,Schneider,Y200,3111.0,4591
181,119,2020-01-08 12:00:00,Correctivo,2020.05,5,Planta Sur,8,1147,86.67,0.28,27022.0,2020-02,27022.0,Generador,ABB,M400,2780.0,4535
182,147,2020-01-08 13:00:00,Preventivo,9307.19,2,Planta Sur,7,451,121.59,4.1,91927.0,2020-01,65593.75,Transformador,Schneider,Z300,4868.0,9440
183,23,2020-01-08 14:00:00,Correctivo,7324.49,10,Planta Oeste,6,27,99.73,0.92,30431.0,2020-01,49022.5,Compresor,GE,M400,3918.0,1988
184,172,2020-01-08 15:00:00,Correctivo,311.67,27,Planta Sur,15,289,60.43,3.1,43241.0,2020-01,43241.0,Compresor,GE,M400,4929.0,5941
185,11,2020-01-08 16:00:00,Correctivo,2651.16,19,Planta Sur,11,537,66.31,4.86,14593.0,2020-01,16267.0,Transformador,Schneider,M400,2374.0,2922
186,156,2020-01-08 17:00:00,Preventivo,2406.67,37,Planta Norte,12,540,78.72,2.15,54891.0,2020-01,54891.0,Compresor,Schneider,Y200,1568.0,6806
187,250,2020-01-08 18:00:00,Preventivo,3733.41,24,Planta Norte,8,321,77.15,3.79,45252.0,2020-01,55942.0,Motor,Siemens,Z300,4517.0,7069
188,187,2020-01-08 19:00:00,Correctivo,225.57,46,Planta Norte,11,515,123.66,2.97,82619.0,2020-01,82619.0,Compresor,Schneider,Z300,768.0,7515
189,38,2020-01-08 20:00:00,Preventivo,1010.95,9,Planta Este,5,1733,81.89,0.31,58984.0,2020-03,47051.66666666666,Motor,Schneider,X100,7938.125,3190
190,406,2020-01-08 21:00:00,Correctivo,3874.57,36,Planta Sur,9,329,105.99,0.25,6343.0,2020-01,6343.0,Motor,Siemens,X100,2505.0,1688
191,439,2020-01-08 22:00:00,Preventivo,5727.5,26,Planta Sur,8,15,110.06,3.34,24251.0,2020-01,24251.0,Motor,ABB,X100,4447.0,2041
192,15,2020-01-08 23:00:00,Preventivo,6248.36,12,Planta Sur,6,204,149.62,1.25,91853.0,2020-01,48471.75,Generador,ABB,M400,825.0,7850
193,47,2020-01-09 00:00:00,Preventivo,980.77,23,Planta Sur,7,251,92.51,3.94,19283.0,2020-01,42355.0,Motor,Siemens,Z300,1883.0,9004
194,133,2020-01-09 01:00:00,Correctivo,1618.02,42,Planta Norte,6,167,92.88,2.26,99542.0,2020-01,63689.5,Generador,GE,Y200,347.0,8833
195,496,2020-01-09 02:00:00,Correctivo,731.37,46,Planta Sur,8,553,136.39,3.17,6283.0,2020-01,41369.0,Transformador,Schneider,Z300,544.0,3331
196,220,2020-01-09 03:00:00,Preventivo,1166.49,32,Planta Norte,12,207,83.62,0.23,52234.0,2020-01,35779.666666666664,Compresor,ABB,Z300,4546.0,2061
197,95,2020-01-09 04:00:00,Preventivo,2899.47,36,Planta Norte,9,1269,98.72,2.85,13620.0,2020-02,27367.0,Transformador,GE,M400,1095.0,1294
198,373,2020-01-09 05:00:00,Correctivo,1700.31,29,Planta Este,15,313,83.23,3.53,76433.0,2020-01,40715.0,Compresor,ABB,M400,2074.0,6712
199,361,2020-01-09 06:00:00,Correctivo,6771.74,28,Planta Oeste,9,96,101.97,1.6,21763.0,2020-01,34952.0,Motor,ABB,Z300,3028.0,8369
200,342,2020-01-09 07:00:00,Correctivo,6754.21,39,Planta Oeste,13,654,80.6,3.81,8483.0,2020-01,8483.0,Motor,GE,M400,4223.0,1741
201,432,2020-01-09 08:00:00,Preventivo,1143.77,15,Planta Este,12,168,124.81,3.55,81946.0,2020-01,65781.0,Generador,ABB,Z300,2986.0,7395
202,232,2020-01-09 09:00:00,Correctivo,5134.28,5,Planta Este,14,184,125.68,4.3,60195.0,2020-01,60195.0,Compresor,Siemens,Z300,2576.0,5610
203,82,2020-01-09 10:00:00,Preventivo,7461.53,15,Planta Oeste,12,136,140.12,0.52,61018.0,2020-01,32086.666666666668,Generador,ABB,X100,3786.0,9495
204,157,2020-01-09 11:00:00,Correctivo,6195.3,37,Planta Norte,15,135,75.92,1.79,10616.0,2020-01,49280.333333333336,Motor,Schneider,M400,4523.0,3637
205,198,2020-01-09 12:00:00,Preventivo,2329.55,43,Planta Este,10,20,85.92,3.34,66313.0,2020-01,63205.0,Motor,Siemens,X100,946.0,6127
206,128,2020-01-09 13:00:00,Preventivo,4831.59,40,Planta Norte,7,111,73.94,0.18,21595.0,2020-01,53722.0,Motor,Siemens,Y200,3461.0,7529
207,429,2020-01-09 14:00:00,Correctivo,6725.47,24,Planta Oeste,5,138,126.94,2.96,46044.0,2020-01,22564.0,Compresor,GE,X100,3119.0,1099
208,160,2020-01-09 15:00:00,Preventivo,3130.06,13,Planta Sur,13,38,82.38,0.46,97342.0,2020-01,73477.0,Motor,GE,Z300,2945.0,3638
209,110,2020-01-09 16:00:00,Preventivo,7036.04,31,Planta Oeste,8,296,79.44,4.94,82764.0,2020-01,75784.0,Transformador,Siemens,X100,2838.0,5809
210,158,2020-01-09 17:00:00,Correctivo,5597.17,3,Planta Sur,9,165,72.38,0.44,94305.0,2020-01,81999.0,Generador,Schneider,X100,4082.0,6958
211,465,2020-01-09 18:00:00,Preventivo,8332.02,35,Planta Este,7,248,103.31,3.66,68862.0,2020-01,48650.5,Motor,GE,Z300,7938.125,9518
212,362,2020-01-09 19:00:00,Preventivo,7851.06,18,Planta Oeste,8,68,75.93,4.36,51676.0,2020-01,51676.0,Transformador,GE,X100,4333.0,3246
213,103,2020-01-09 20:00:00,Preventivo,2305.82,30,Planta Sur,10,216,114.1,3.36,2737.0,2020-01,37937.5,Motor,Siemens,Y200,1631.0,1616
214,237,2020-01-09 21:00:00,Preventivo,5102.33,22,Planta Sur,12,693,106.74,3.5,73352.0,2020-01,82064.0,Transformador,Schneider,Z300,3479.0,3874
215,96,2020-01-09 22:00:00,Preventivo,1457.2,38,Planta Sur,13,383,63.92,3.4,75285.0,2020-01,75285.0,Transformador,Schneider,Y200,4004.0,1119
216,481,2020-01-09 23:00:00,Preventivo,2182.62,40,Planta Sur,7,1153,53.23,0.67,59349.0,2020-02,59349.0,Transformador,ABB,M400,1924.0,1963
217,163,2020-01-10 00:00:00,Preventivo,6250.07,19,Planta Oeste,7,560,67.98,3.54,16854.0,2020-01,16854.0,Generador,GE,M400,1337.0,2989
218,266,2020-01-10 01:00:00,Preventivo,805.24,16,Planta Norte,11,1007,148.28,3.43,7202.0,2020-02,27957.5,Generador,Schneider,Y200,2363.0,5881
219,350,2020-01-10 02:00:00,Preventivo,8816.56,28,Planta Sur,12,448,81.21,4.09,56219.0,2020-01,56219.0,Transformador,Schneider,X100,968.0,2098
220,476,2020-01-10 03:00:00,Correctivo,5219.75,8,Planta Este,14,382,62.78,2.07,33831.0,2020-01,33831.0,Compresor,GE,Y200,1626.0,9660
221,448,2020-01-10 04:00:00,Preventivo,6144.67,17,Planta Sur,13,919,102.17,0.83,53665.0,2020-02,53665.0,Generador,Siemens,X100,3877.0,7529
222,340,2020-01-10 05:00:00,Correctivo,2296.79,41,Planta Norte,11,76,85.04,2.04,78350.0,2020-01,78350.0,Compresor,Schneider,Z300,3000.0,1986
223,392,2020-01-10 06:00:00,Preventivo,6125.55,14,Planta Oeste,16,139,144.1,1.22,37710.0,2020-01,37710.0,Transformador,GE,Y200,1307.0,9099
224,319,2020-01-10 07:00:00,Preventivo,3208.28,1,Planta Oeste,10,1360,54.75,0.37,8607.0,2020-02,35929.5,Compresor,ABB,M400,2824.0,4147
225,217,2020-01-10 08:00:00,Correctivo,5284.78,26,Planta Este,12,711,123.29,0.33,72708.0,2020-01,72708.0,Compresor,ABB,Y200,4783.0,5133
227,415,2020-01-10 10:00:00,Preventivo,6765.18,45,Planta Sur,11,323,80.84,2.42,56554.0,2020-01,56554.0,Motor,Schneider,Y200,2000.0,7703
228,416,2020-01-10 11:00:00,Correctivo,9052.41,10,Planta Este,13,1319,78.69,0.53,96567.0,2020-02,96567.0,Generador,Siemens,M400,1900.0,9643
229,206,2020-01-10 12:00:00,Preventivo,3220.0,12,Planta Este,4,269,72.81,4.78,51504.0,2020-01,51504.0,Generador,GE,M400,4989.0,4729
230,350,2020-01-10 13:00:00,Correctivo,7786.86,2,Planta Oeste,12,448,81.21,4.09,56219.0,2020-01,56219.0,Transformador,Schneider,X100,968.0,2098
231,236,2020-01-10 14:00:00,Preventivo,9820.18,16,Planta Oeste,15,428,108.26,4.03,16734.0,2020-01,38105.0,Transformador,GE,Y200,100.0,7685
232,82,2020-01-10 15:00:00,Correctivo,6802.48,34,Planta Norte,12,136,140.12,0.52,61018.0,2020-01,32086.666666666668,Generador,ABB,X100,3786.0,9495
233,82,2020-01-10 16:00:00,Correctivo,7976.79,43,Planta Oeste,12,136,140.12,0.52,61018.0,2020-01,32086.666666666668,Generador,ABB,X100,3786.0,9495
234,257,2020-01-10 17:00:00,Preventivo,5990.85,20,Planta Norte,7,143,68.39,1.27,82354.0,2020-01,82354.0,Transformador,Siemens,X100,695.0,8247
235,142,2020-01-10 18:00:00,Correctivo,3128.25,37,Planta Sur,10,522,123.3,1.12,40845.0,2020-01,40845.0,Compresor,GE,Y200,1652.0,8840
236,165,2020-01-10 19:00:00,Correctivo,2478.0,5,Planta Sur,9,765,123.06,4.29,29132.0,2020-02,20442.0,Transformador,Schneider,Z300,1806.0,9335
237,242,2020-01-10 20:00:00,Preventivo,4922.86,37,Planta Sur,4,1122,55.2,3.23,81948.0,2020-02,81948.0,Transformador,Siemens,Z300,1958.0,9066
238,119,2020-01-10 21:00:00,Correctivo,4554.89,22,Planta Sur,8,1147,86.67,0.28,27022.0,2020-02,27022.0,Generador,ABB,M400,2780.0,4535
239,372,2020-01-10 22:00:00,Preventivo,8680.24,20,Planta Oeste,13,442,120.92,3.01,98872.0,2020-01,98872.0,Compresor,Schneider,X100,4925.0,7358
240,250,2020-01-10 23:00:00,Preventivo,5525.28,36,Planta Oeste,8,321,77.15,3.79,45252.0,2020-01,55942.0,Motor,Siemens,Z300,4517.0,7069
241,410,2020-01-11 00:00:00,Correctivo,5989.86,41,Planta Este,12,157,100.63,0.74,46991.0,2020-01,51464.5,Compresor,Siemens,Y200,4265.0,5663
242,194,2020-01-11 01:00:00,Preventivo,2597.35,27,Planta Este,12,340,93.88,2.85,79051.0,2020-01,79051.0,Motor,GE,Y200,4898.0,7838
243,274,2020-01-11 02:00:00,Preventivo,1767.73,26,Planta Este,12,951,57.59,3.19,59791.0,2020-02,59791.0,Motor,Schneider,Y200,2600.0,2830
244,26,2020-01-11 03:00:00,Preventivo,5309.19,25,Planta Sur,8,475,59.78,2.0,57221.0,2020-01,57221.0,Generador,ABB,Z300,7938.125,3605
245,196,2020-01-11 04:00:00,Correctivo,1520.9,39,Planta Sur,13,710,75.95,1.78,52971.0,2020-01,52971.0,Transformador,GE,Y200,3710.0,6636
246,113,2020-01-11 05:00:00,Preventivo,230.35,4,Planta Sur,9,1136,87.4,4.39,55785.0,2020-02,55785.0,Compresor,Schneider,M400,216.0,5122
247,46,2020-01-11 06:00:00,Correctivo,2039.69,36,Planta Oeste,10,922,128.17,2.03,59238.0,2020-02,60741.0,Transformador,Schneider,M400,3570.0,4326
248,215,2020-01-11 07:00:00,Correctivo,591.17,5,Planta Oeste,10,255,126.45,3.89,26199.0,2020-01,22256.5,Motor,Schneider,Y200,-100.0,1243
249,424,2020-01-11 08:00:00,Correctivo,3215.2,20,Planta Norte,11,86,71.22,1.09,52346.0,2020-01,52346.0,Motor,GE,Y200,1380.0,4385
250,475,2020-01-11 09:00:00,Preventivo,3107.8,47,Planta Sur,8,3662,134.35,0.75,19810.0,2020-06,49987.5,Compresor,Siemens,Y200,1865.0,1751
251,22,2020-01-11 10:00:00,Correctivo,2994.6,1,Planta Oeste,9,203,63.59,4.52,52556.0,2020-01,52556.0,Motor,Schneider,Z300,1180.0,4134
252,221,2020-01-11 11:00:00,Preventivo,8503.31,30,Planta Norte,13,493,78.05,1.0,47905.0,2020-01,52364.5,Transformador,GE,X100,4406.0,1237
253,157,2020-01-11 12:00:00,Preventivo,7037.73,38,Planta Sur,15,135,75.92,1.79,10616.0,2020-01,49280.333333333336,Motor,Schneider,M400,4523.0,3637
254,52,2020-01-11 13:00:00,Preventivo,3305.24,6,Planta Norte,8,554,51.49,3.69,85257.0,2020-01,85257.0,Generador,ABB,Z300,1144.0,6556
255,485,2020-01-11 14:00:00,Correctivo,1653.59,39,Planta Norte,13,199,127.16,1.79,49870.0,2020-01,63737.66666666666,Motor,ABB,M400,4074.0,7154
256,230,2020-01-11 15:00:00,Preventivo,242.83,20,Planta Este,6,355,50.19,2.09,27836.0,2020-01,33782.5,Motor,ABB,Z300,4247.0,1751
257,412,2020-01-11 16:00:00,Preventivo,6376.94,23,Planta Este,10,733,66.16,0.22,89502.0,2020-01,89502.0,Transformador,Siemens,Y200,7938.125,1947
258,383,2020-01-11 17:00:00,Correctivo,1063.02,28,Planta Norte,12,158,60.64,1.75,88092.0,2020-01,66979.0,Generador,GE,Z300,1885.0,5439
259,155,2020-01-11 18:00:00,Preventivo,9357.47,31,Planta Norte,11,291,103.04,4.7,38910.0,2020-01,24452.0,Motor,Siemens,X100,1652.0,3195
260,218,2020-01-11 19:00:00,Correctivo,1813.18,46,Planta Norte,7,827,72.83,0.37,23388.0,2020-02,55419.66666666666,Transformador,Siemens,M400,3839.0,1771
261,106,2020-01-11 20:00:00,Preventivo,1315.3,43,Planta Norte,8,320,52.46,1.74,90275.0,2020-01,90745.5,Compresor,Schneider,Z300,3095.0,2579
262,375,2020-01-11 21:00:00,Correctivo,6508.97,7,Planta Este,13,189,97.07,1.89,50204.0,2020-01,56252.0,Compresor,Siemens,M400,4748.0,4649
263,88,2020-01-11 22:00:00,Correctivo,1769.26,24,Planta Norte,7,1812,64.53,0.42,97173.0,2020-03,80389.5,Transformador,ABB,X100,1644.0,2727
264,141,2020-01-11 23:00:00,Correctivo,6610.54,30,Planta Sur,13,342,105.8,2.07,31551.0,2020-01,50246.0,Motor,GE,Y200,4459.0,8434
265,35,2020-01-12 00:00:00,Correctivo,6603.18,2,Planta Este,12,988,84.76,1.66,52604.0,2020-02,52604.0,Motor,ABB,Y200,2005.0,7168
266,43,2020-01-12 01:00:00,Correctivo,3584.01,2,Planta Este,10,348,124.89,4.38,78572.0,2020-01,78572.0,Motor,GE,X100,780.0,5264
267,246,2020-01-12 02:00:00,Correctivo,1161.12,45,Planta Norte,12,195,65.33,0.64,61832.0,2020-01,66045.5,Generador,ABB,Y200,2067.0,9164
268,267,2020-01-12 03:00:00,Correctivo,7432.37,2,Planta Oeste,8,1095,126.39,3.54,44600.0,2020-02,25665.0,Compresor,GE,M400,2471.0,7099
269,26,2020-01-12 04:00:00,Preventivo,8972.99,39,Planta Este,8,475,59.78,2.0,57221.0,2020-01,57221.0,Generador,ABB,Z300,7938.125,3605
270,283,2020-01-12 05:00:00,Correctivo,5057.39,32,Planta Sur,8,284,140.93,1.92,24422.0,2020-01,19391.0,Generador,GE,Y200,2647.0,7909
271,335,2020-01-12 06:00:00,Preventivo,1790.74,27,Planta Oeste,9,271,61.3,3.63,44125.0,2020-01,59915.0,Generador,Schneider,X100,4762.0,7944
272,9,2020-01-12 07:00:00,Preventivo,988.43,11,Planta Norte,11,1370,138.34,2.69,16539.0,2020-02,16539.0,Generador,GE,Y200,3960.0,9489
273,472,2020-01-12 08:00:00,Correctivo,8281.85,46,Planta Norte,10,647,74.02,0.97,70630.0,2020-01,70630.0,Generador,ABB,Z300,4234.0,8912
274,307,2020-01-12 09:00:00,Correctivo,9079.88,27,Planta Oeste,13,640,116.22,3.85,30624.0,2020-01,30624.0,Motor,GE,Y200,1584.0,4722
275,181,2020-01-12 10:00:00,Correctivo,4356.13,29,Planta Oeste,7,907,62.29,4.21,24273.0,2020-02,24273.0,Transformador,ABB,M400,2769.0,8223
276,250,2020-01-12 11:00:00,Correctivo,4112.74,14,Planta Sur,8,321,77.15,3.79,45252.0,2020-01,55942.0,Motor,Siemens,Z300,4517.0,7069
277,490,2020-01-12 12:00:00,Preventivo,7690.09,18,Planta Este,18,456,112.52,2.97,56113.0,2020-01,56113.0,Transformador,Siemens,Y200,3247.0,6735
278,384,2020-01-12 13:00:00,Correctivo,7489.01,45,Planta Norte,12,4024,135.11,2.09,4845.0,2020-06,26937.5,Generador,ABB,M400,1614.0,2364
279,277,2020-01-12 14:00:00,Correctivo,3628.99,28,Planta Norte,16,534,62.94,3.93,75167.0,2020-01,75167.0,Transformador,Siemens,Z300,1396.0,8560
280,319,2020-01-12 15:00:00,Correctivo,8012.25,7,Planta Oeste,10,1360,54.75,0.37,8607.0,2020-02,35929.5,Compresor,ABB,M400,2824.0,4147
281,41,2020-01-12 16:00:00,Preventivo,8453.77,38,Planta Este,10,281,53.76,1.86,22009.0,2020-01,52588.25,Transformador,ABB,X100,1117.0,9988
282,341,2020-01-12 17:00:00,Correctivo,9382.68,37,Planta Norte,13,435,115.09,1.38,3449.0,2020-01,41888.333333333336,Motor,ABB,Z300,260.0,7954
283,341,2020-01-12 18:00:00,Preventivo,9761.47,23,Planta Este,13,435,115.09,1.38,3449.0,2020-01,41888.333333333336,Motor,ABB,Z300,260.0,7954
284,131,2020-01-12 19:00:00,Correctivo,7302.38,18,Planta Norte,10,380,121.01,1.82,94273.0,2020-01,92396.5,Motor,Schneider,M400,3935.0,6293
285,115,2020-01-12 20:00:00,Preventivo,1682.74,44,Planta Este,10,112,133.69,2.19,9008.0,2020-01,9008.0,Motor,Siemens,Y200,1491.0,7305
286,180,2020-01-12 21:00:00,Correctivo,7863.61,28,Planta Sur,14,788,143.61,0.87,18687.0,2020-02,57039.0,Transformador,ABB,Y200,3385.0,8754
287,284,2020-01-12 22:00:00,Preventivo,949.37,18,Planta Oeste,8,884,50.41,0.71,63195.0,2020-02,41268.5,Generador,ABB,X100,1333.0,6304
288,128,2020-01-12 23:00:00,Correctivo,5738.21,7,Planta Norte,7,111,73.94,0.18,21595.0,2020-01,53722.0,Motor,Siemens,Y200,3461.0,7529
289,85,2020-01-13 00:00:00,Preventivo,6111.93,32,Planta Este,5,273,122.55,3.23,79718.0,2020-01,56899.8,Motor,GE,X100,3062.0,3315
290,51,2020-01-13 01:00:00,Preventivo,3154.74,22,Planta Norte,10,104,77.44,2.4,98646.0,2020-01,70616.66666666667,Generador,GE,X100,2157.0,3183
291,71,2020-01-13 02:00:00,Preventivo,6944.28,31,Planta Sur,12,314,146.53,1.94,28439.0,2020-01,28439.0,Transformador,ABB,X100,2617.0,8191
292,186,2020-01-13 03:00:00,Preventivo,2558.45,5,Planta Este,6,322,92.1,0.44,4290.0,2020-01,48444.0,Motor,Schneider,Z300,4267.0,4383
293,377,2020-01-13 04:00:00,Preventivo,4985.69,8,Planta Norte,8,589,64.97,1.73,18646.0,2020-01,18646.0,Generador,Schneider,Z300,2106.0,3763
294,222,2020-01-13 05:00:00,Correctivo,9752.75,23,Planta Sur,13,467,70.78,3.71,87911.0,2020-01,87911.0,Motor,Siemens,Z300,4932.0,8281
295,12,2020-01-13 06:00:00,Correctivo,893.55,7,Planta Sur,11,277,118.31,1.29,29831.0,2020-01,59997.5,Motor,Siemens,Z300,4733.0,3301
296,226,2020-01-13 07:00:00,Correctivo,1393.21,22,Planta Sur,11,42,132.62,1.93,28520.0,2020-01,28520.0,Compresor,GE,X100,605.0,3503
297,386,2020-01-13 08:00:00,Preventivo,4875.15,5,Planta Oeste,11,346,68.89,3.48,4737.0,2020-01,4737.0,Generador,Schneider,Z300,4192.0,9303
298,340,2020-01-13 09:00:00,Correctivo,7354.22,14,Planta Este,11,76,85.04,2.04,78350.0,2020-01,78350.0,Compresor,Schneider,Z300,3000.0,1986
299,24,2020-01-13 10:00:00,Preventivo,865.36,19,Planta Oeste,12,996,51.68,3.7,88957.0,2020-02,62884.5,Transformador,GE,Z300,4482.0,6699
300,337,2020-01-13 11:00:00,Correctivo,5703.08,11,Planta Sur,9,318,136.47,0.15,74182.0,2020-01,61214.5,Transformador,ABB,Z300,2109.0,8902
301,383,2020-01-13 12:00:00,Preventivo,8752.17,27,Planta Oeste,12,158,60.64,1.75,88092.0,2020-01,66979.0,Generador,GE,Z300,1885.0,5439
302,82,2020-01-13 13:00:00,Correctivo,6514.55,23,Planta Norte,12,136,140.12,0.52,61018.0,2020-01,32086.666666666668,Generador,ABB,X100,3786.0,9495
303,96,2020-01-13 14:00:00,Preventivo,9713.66,23,Planta Norte,13,383,63.92,3.4,75285.0,2020-01,75285.0,Transformador,Schneider,Y200,4004.0,1119
304,96,2020-01-13 15:00:00,Correctivo,4840.07,17,Planta Sur,13,383,63.92,3.4,75285.0,2020-01,75285.0,Transformador,Schneider,Y200,4004.0,1119
305,83,2020-01-13 16:00:00,Preventivo,9555.05,6,Planta Sur,13,512,50.88,4.09,24356.0,2020-01,24356.0,Compresor,Schneider,Z300,506.0,9555
306,127,2020-01-13 17:00:00,Preventivo,7874.17,22,Planta Oeste,8,413,117.06,4.74,4871.0,2020-01,16296.5,Compresor,ABB,Z300,1957.0,3472
307,277,2020-01-13 18:00:00,Correctivo,4424.0,15,Planta Oeste,16,534,62.94,3.93,75167.0,2020-01,75167.0,Transformador,Siemens,Z300,1396.0,8560
308,239,2020-01-13 19:00:00,Preventivo,5944.0,39,Planta Sur,9,225,134.94,0.9,63370.0,2020-01,28017.666666666668,Transformador,ABB,X100,4866.0,1823
309,273,2020-01-13 20:00:00,Preventivo,2923.3,47,Planta Sur,9,302,115.37,3.29,80717.0,2020-01,51307.66666666666,Motor,Schneider,Y200,3607.0,6085
310,163,2020-01-13 21:00:00,Preventivo,7402.24,38,Planta Este,7,560,67.98,3.54,16854.0,2020-01,16854.0,Generador,GE,M400,1337.0,2989
311,170,2020-01-13 22:00:00,Preventivo,1874.05,9,Planta Oeste,11,1759,97.24,4.99,28598.0,2020-03,28598.0,Motor,Schneider,M400,3776.0,1173
312,38,2020-01-13 23:00:00,Preventivo,8399.74,14,Planta Oeste,5,1733,81.89,0.31,58984.0,2020-03,47051.66666666666,Motor,Schneider,X100,7938.125,3190
313,20,2020-01-14 00:00:00,Preventivo,7261.93,5,Planta Norte,5,774,51.0,1.54,35397.0,2020-02,39216.2,Compresor,GE,M400,3511.0,4698
314,124,2020-01-14 01:00:00,Preventivo,9662.78,34,Planta Sur,11,930,85.33,4.93,61901.0,2020-02,34773.0,Transformador,Schneider,M400,1099.0,8663
315,420,2020-01-14 02:00:00,Preventivo,5771.99,35,Planta Oeste,16,691,60.49,1.11,51487.0,2020-01,51487.0,Generador,ABB,M400,1536.0,1999
316,152,2020-01-14 03:00:00,Preventivo,1389.6,45,Planta Sur,12,213,147.64,1.01,13886.0,2020-01,12671.5,Compresor,GE,M400,294.0,2236
317,380,2020-01-14 04:00:00,Preventivo,1608.87,38,Planta Sur,9,624,63.31,2.76,88196.0,2020-01,88196.0,Motor,ABB,Y200,2493.0,2315
318,266,2020-01-14 05:00:00,Preventivo,3671.34,6,Planta Este,11,1007,148.28,3.43,7202.0,2020-02,27957.5,Generador,Schneider,Y200,2363.0,5881
319,327,2020-01-14 06:00:00,Correctivo,4441.83,1,Planta Oeste,9,495,130.96,4.47,30068.0,2020-01,32816.0,Motor,Schneider,Y200,3480.0,4455
320,163,2020-01-14 07:00:00,Preventivo,3232.63,16,Planta Este,7,560,67.98,3.54,16854.0,2020-01,16854.0,Generador,GE,M400,1337.0,2989
321,5,2020-01-14 08:00:00,Correctivo,7082.08,11,Planta Norte,8,305,89.98,0.74,32646.0,2020-01,27601.0,Motor,Siemens,Y200,377.0,5978
322,441,2020-01-14 09:00:00,Preventivo,1421.04,31,Planta Este,10,124,74.95,4.88,51929.0,2020-01,35582.0,Transformador,ABB,M400,4796.0,9453
323,399,2020-01-14 10:00:00,Preventivo,8756.48,12,Planta Norte,6,227,57.47,1.58,16168.0,2020-01,55466.0,Transformador,Siemens,M400,1708.0,1141
324,184,2020-01-14 11:00:00,Correctivo,886.83,6,Planta Este,4,476,145.78,4.4,23824.0,2020-01,25273.0,Compresor,GE,X100,132.0,5634
325,297,2020-01-14 12:00:00,Preventivo,7158.99,28,Planta Este,9,120,76.25,4.83,41738.0,2020-01,53789.6,Transformador,GE,X100,3728.0,8016
326,139,2020-01-14 13:00:00,Preventivo,1518.65,41,Planta Norte,7,210,68.25,3.93,22876.0,2020-01,22876.0,Compresor,Siemens,Y200,2683.0,2185
